Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Munich,1972,1500.0,Freestyle,0,Men,MEX,Guillermo Garcia,996.03,4,0.0,,
Tokyo,2020,200.0,Butterfly,0,Men,USA,Gunnar Bentz,115.46,4,0.0,,
Munich,1972,200.0,Individual medley,0,Men,SWE,Gunnar Larsson,127.17,1,0.0,,
Munich,1972,400.0,Individual medley,0,Men,SWE,Gunnar Larsson,271.98,1,0.0,,
Paris,1924,1500.0,Freestyle,0,Men,FRA,Gustave Klein,,0,0.0,,
Barcelona,1992,100.0,Freestyle,0,Men,BRA,Gustavo Borges,49.43,2,0.0,,
Atlanta,1996,100.0,Freestyle,0,Men,BRA,Gustavo Borges,49.02,3,1.0,49.43,49.43
Atlanta,1996,200.0,Freestyle,0,Men,BRA,Gustavo Borges,108.08,2,0.0,,
Moscow,1980,100.0,Freestyle,0,Women,FRA,Guylaine Berger,57.88,4,0.0,,
Barcelona,1992,100.0,Breaststroke,0,Women,CAN,Guylaine Cloutier,69.71,4,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Women,CAN,Guylaine Cloutier,69.4,4,1.0,69.71,69.71
Barcelona,1992,200.0,Breaststroke,0,Women,CAN,Guylaine Cloutier,149.88,4,0.0,,
Paris,1924,400.0,Freestyle,0,Women,NZL,Gwitha Shand,,0,0.0,,
Tokyo,1964,400.0,Individual medley,0,Men,HUN,Gyorgy Kosztolanczi,301.9,4,0.0,,
Rome,1960,100.0,Freestyle,0,Men,HUN,Gyula Dobai,56.3,4,0.0,,
Tokyo,1964,100.0,Freestyle,0,Men,HUN,Gyula Dobai,54.9,4,1.0,56.3,56.3
London,1948,1500.0,Freestyle,0,Men,HUN,György Csordas,1194.2,4,0.0,,
London,1948,400.0,Freestyle,0,Men,HUN,György Mitro,289.9,4,0.0,,
London,1948,1500.0,Freestyle,0,Men,HUN,György Mitro,1183.2,3,0.0,,
Melbourne,1956,200.0,Butterfly,0,Men,HUN,György Tumpek,143.9,3,0.0,,
Helsinki,1952,100.0,Freestyle,0,Men,SWE,Göran Larsson,58.2,3,0.0,,
Berlin,1936,400.0,Freestyle,0,Men,AUT,Günther Zobernig,,0,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,JPN,Hajime Itoi,119.52,4,0.0,,
Atlanta,1996,200.0,Backstroke,0,Men,JPN,Hajime Itoi,120.1,4,1.0,119.52,119.52
Antwerp,1920,200.0,Breaststroke,0,Men,SWE,Hakan Malmrot,184.4,3,0.0,,
Antwerp,1920,200.0,Breaststroke,0,Men,SWE,Hakan Malmrot,184.4,3,1.0,184.4,184.4
Antwerp,1920,400.0,Breaststroke,0,Men,SWE,Hakan Malmrot,391.8,2,0.0,,
Athens,2004,100.0,Backstroke,0,Women,USA,Haley Cope,61.76,4,0.0,,
Rio,2016,200.0,Butterfly,0,Women,USA,Hali Flickinger,127.71,4,0.0,,
Tokyo,2020,200.0,Butterfly,0,Women,USA,Hali Flickinger,125.65,3,1.0,127.71,127.71
Amsterdam,1928,400.0,Freestyle,0,Women,POL,Halina Iżycka,,0,0.0,,
City,1968,100.0,Breaststroke,0,Women,URS,Halyna Prozumenshchykova-Stepanova,75.9,2,0.0,,
Munich,1972,100.0,Breaststroke,0,Women,URS,Halyna Prozumenshchykova-Stepanova,74.99,2,1.0,75.9,75.9
Tokyo,1964,200.0,Breaststroke,0,Women,URS,Halyna Prozumenshchykova-Stepanova,166.4,1,0.0,,
City,1968,200.0,Breaststroke,0,Women,URS,Halyna Prozumenshchykova-Stepanova,167.0,3,1.0,166.4,166.4
Munich,1972,200.0,Breaststroke,0,Women,URS,Halyna Prozumenshchykova-Stepanova,162.36,3,2.0,166.4,166.7
Beijing,2008,100.0,Backstroke,0,Women,JPN,Hanae Ito,60.18,2,0.0,,
Beijing,2008,100.0,Freestyle,0,Women,FIN,Hanna-Maria Seppala,53.97,4,0.0,,
London,2012,200.0,Individual medley,0,Women,GBR,Hannah Miley,131.289999,4,0.0,,
Beijing,2008,400.0,Individual medley,0,Women,GBR,Hannah Miley,279.44,4,0.0,,
London,2012,400.0,Individual medley,0,Women,GBR,Hannah Miley,274.17,4,1.0,279.44,279.44
Rio,2016,400.0,Individual medley,0,Women,GBR,Hannah Miley,272.54,4,2.0,274.17,276.805
Sydney,2000,400.0,Freestyle,0,Women,GER,Hannah Stockbauer,250.38,4,0.0,,
Sydney,2000,800.0,Freestyle,0,Women,GER,Hannah Stockbauer,510.11,4,0.0,,
Montreal,1976,100.0,Breaststroke,0,Women,GDR,Hannelore Anke,71.16,1,0.0,,
Montreal,1976,200.0,Breaststroke,0,Women,GDR,Hannelore Anke,156.49,4,0.0,,
Berlin,1936,200.0,Breaststroke,0,Women,GER,Hanni Hölzner,189.5,4,0.0,,
Munich,1972,200.0,Butterfly,0,Men,FRG,Hans Fassnacht,124.69,4,0.0,,
City,1968,400.0,Freestyle,0,Men,FRG,Hans Fassnacht,258.1,4,0.0,,
Angeles,1984,100.0,Backstroke,0,Men,NED,Hans Kroes,58.07,4,0.0,,
Munich,1972,200.0,Individual medley,0,Men,SWE,Hans Ljungberg,133.56,4,0.0,,
Melbourne,1956,400.0,Freestyle,0,Men,GER,Hans Zierold,274.6,4,0.0,,
Montreal,1976,400.0,Individual medley,0,Men,FRG,Hans-Joachim Geisler,274.95,4,0.0,,
Tokyo,1964,100.0,Freestyle,0,Men,GER,Hans-Joachim Klein,54.0,3,0.0,,
London,2012,100.0,Freestyle,0,Men,CUB,Hanser Garcia,48.04,4,0.0,,
Stockholm,1912,400.0,Freestyle,0,Men,ANZ,Harold H. Hardwick,331.2,3,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,ANZ,Harold H. Hardwick,1395.4,3,0.0,,
Stockholm,1912,100.0,Backstroke,0,Men,USA,Harry J. Hebner,81.2,1,0.0,,
Munich,1972,100.0,Butterfly,0,Men,GDR,Hartmut Flöckner,57.4,4,0.0,,
Munich,1972,200.0,Butterfly,0,Men,GDR,Hartmut Flöckner,125.34,4,0.0,,
Rome,1960,200.0,Butterfly,0,Men,JPN,Haruo Yoshimuta,138.3,4,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,AUS,Hayden Stoeckel,53.18,3,0.0,,
London,2012,100.0,Backstroke,0,Men,AUS,Hayden Stoeckel,53.55,4,1.0,53.18,53.18
Beijing,2008,200.0,Backstroke,0,Men,AUS,Hayden Stoeckel,116.39,4,0.0,,
Barcelona,1992,400.0,Freestyle,0,Women,AUS,Hayley Lewis,251.22,3,0.0,,
Barcelona,1992,400.0,Individual medley,0,Women,AUS,Hayley Lewis,283.75,4,0.0,,
Barcelona,1992,800.0,Freestyle,0,Women,AUS,Hayley Lewis,510.34,2,0.0,,
Melbourne,1956,400.0,Freestyle,0,Women,FRA,Heda Frost,315.4,4,0.0,,
Munich,1972,100.0,Freestyle,0,Women,FRG,Heidemarie Reineck,59.73,4,0.0,,
Moscow,1980,800.0,Freestyle,0,Women,GDR,Heike Dähne,513.48,3,0.0,,
Seoul,1988,200.0,Freestyle,0,Women,GDR,Heike Friedrich,117.65,1,0.0,,
Seoul,1988,400.0,Freestyle,0,Women,GDR,Heike Friedrich,245.94,2,0.0,,
Tokyo,1964,100.0,Butterfly,0,Women,GER,Heike Hustede-Nagel,68.5,4,0.0,,
City,1968,100.0,Butterfly,0,Women,FRG,Heike Hustede-Nagel,66.9,4,1.0,68.5,68.5
City,1968,200.0,Butterfly,0,Women,FRG,Heike Hustede-Nagel,147.9,4,0.0,,
Sydney,2000,1500.0,Freestyle,0,Men,GER,Heiko Hell,919.87,4,0.0,,
Berlin,1936,1500.0,Freestyle,0,Men,GER,Heinz Arendt,1199.0,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Women,GBR,Helen Orr Gordon-Mckay,177.6,3,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Women,GBR,Helen Orr Gordon-Mckay,176.1,4,1.0,177.6,177.6
Paris,1924,400.0,Freestyle,0,Women,USA,Helen Wainwright,363.8,2,0.0,,
Angeles,1932,100.0,Freestyle,0,Women,USA,Helene Madison,66.8,1,0.0,,
Angeles,1932,400.0,Freestyle,0,Women,USA,Helene Madison,328.5,1,0.0,,
Sydney,2000,100.0,Freestyle,0,Women,RSA,Helene Muller,55.19,4,0.0,,
City,1968,100.0,Butterfly,0,Women,GDR,Helga Lindner,67.599999,4,0.0,,
City,1968,200.0,Butterfly,0,Women,GDR,Helga Lindner,144.8,2,0.0,,
Munich,1972,200.0,Butterfly,0,Women,GDR,Helga Lindner,140.47,4,1.0,144.8,144.8
Melbourne,1956,100.0,Backstroke,0,Women,GER,Helga Schmidt-Neuber,73.4,4,0.0,,
London,2012,100.0,Backstroke,0,Men,GER,Helge Meeuw,53.48,4,0.0,,
Berlin,1936,100.0,Freestyle,0,Men,GER,Helmuth Fischer,59.3,4,0.0,,
London,1948,100.0,Backstroke,0,Women,NED,Hendrika Anna-Maria Van Der Horst,78.8,4,0.0,,
Helsinki,1952,100.0,Backstroke,0,Women,NED,Hendrika Anna-Maria Van Der Horst,,0,1.0,78.8,78.8
Berlin,1936,100.0,Backstroke,0,Women,NED,Hendrika Mastenbroek,79.2,2,0.0,,
Berlin,1936,100.0,Freestyle,0,Women,NED,Hendrika Mastenbroek,65.9,1,0.0,,
Berlin,1936,400.0,Freestyle,0,Women,NED,Hendrika Mastenbroek,326.4,1,0.0,,
Tokyo,2020,400.0,Freestyle,0,Men,GER,Henning Bennet Muhlleitner,224.07,4,0.0,,
Amsterdam,1928,100.0,Freestyle,0,Men,BEL,Henri Stoelen,,0,0.0,,
Rio,2016,1500.0,Freestyle,0,Men,NOR,Henrik Christiansen,902.66,4,0.0,,
Paris,1924,100.0,Backstroke,0,Men,USA,Henry Luning,,0,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,GBR,Henry Taylor,,0,0.0,,
Antwerp,1920,1500.0,Freestyle,0,Men,GBR,Henry Taylor,,0,1.0,,
Helsinki,1952,200.0,Breaststroke,0,Men,GER,Herbert Klein,155.9,3,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,NOR,Herbert Mauritz Wetter,,0,0.0,,
Montreal,1976,100.0,Butterfly,0,Men,JPN,Hideaki Hara,56.34,4,0.0,,
Barcelona,1992,400.0,Individual medley,0,Women,JPN,Hideko Hiranaka,286.24,4,0.0,,
Angeles,1932,200.0,Breaststroke,0,Women,JPN,Hideko Maehata,186.4,2,0.0,,
Berlin,1936,200.0,Breaststroke,0,Women,JPN,Hideko Maehata,183.6,1,1.0,186.4,186.4
Rio,2016,200.0,Backstroke,0,Women,CAN,Hilary Caldwell,127.54,3,0.0,,
Amsterdam,1928,200.0,Breaststroke,0,Women,GER,Hilde Schrader,192.6,1,0.0,,
Beijing,2008,50.0,Freestyle,0,Women,NED,Hinkelien Schreuder,24.65,4,0.0,,
Angeles,1984,100.0,Breaststroke,0,Women,JPN,Hiroko Nagasaki,71.33,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,JPN,Hiroko Nagasaki,152.93,4,0.0,,
Rio,2016,200.0,Individual medley,0,Men,JPN,Hiromasa Fujimori,117.21,4,0.0,,
Helsinki,1952,400.0,Freestyle,0,Men,JPN,Hironoshin Furuhashi,282.1,4,0.0,,
Berlin,1936,400.0,Freestyle,0,Men,JPN,Hiroshi Negami,293.6,4,0.0,,
Helsinki,1952,100.0,Freestyle,0,Men,JPN,Hiroshi Suzuki,57.4,1,0.0,,
Atlanta,1996,100.0,Butterfly,0,Women,JPN,Hitomi Kashima,60.11,1,0.0,,
Paris,1924,200.0,Breaststroke,0,Women,SWE,Hjördis Töpel,227.6,4,0.0,,
Seoul,1988,100.0,Butterfly,0,Women,CHN,Hong Qian,59.52,4,0.0,,
Barcelona,1992,100.0,Butterfly,0,Women,CHN,Hong Qian,58.62,3,1.0,59.52,59.52
Rio,2016,100.0,Breaststroke,0,Women,ISL,Hrafnhildur Luthersdottir,67.18,4,0.0,,
Sydney,2000,400.0,Freestyle,0,Women,CHN,Hua Chen,253.11,4,0.0,,
Sydney,2000,800.0,Freestyle,0,Women,CHN,Hua Chen,510.58,4,0.0,,
Tokyo,2020,100.0,Backstroke,0,Men,ESP,Hugo Gonzalez De Oliveira,52.78,4,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Men,FRA,Hugues Broussard,,0,0.0,,
