Gender,Event,Location,Year,Medal,Name,Nationality,NOC,Result
M,Discus Throw,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Discus Throw,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Discus Throw,Paris,1900,None,Gustaf Söderström,SWE,SWE,
M,Discus Throw,Paris,1900,None,Gustaf Söderström,SWE,SWE,
M,Discus Throw,Paris,1900,None,John Flanagan,USA,USA,
M,Discus Throw,Paris,1900,None,Bob Garrett,USA,USA,
M,Discus Throw,Paris,1900,None,Truxtun Hare,USA,USA,
M,Discus Throw,Paris,1900,None,Josiah McCracken,USA,USA,
M,Discus Throw,Paris,1900,None,Cornelius von Lubowiecki,AUT,AUT,
M,Hammer Throw,Paris,1900,G,John FLANAGAN,USA,USA,51.01
M,Hammer Throw,Paris,1900,S,Truxtun HARE,USA,USA,46.26
M,Hammer Throw,Paris,1900,B,Josiah MCCRACKEN,USA,USA,43.58
M,Hammer Throw,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Hammer Throw,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Hammer Throw,Paris,1900,None,Gustaf Söderström,SWE,SWE,
M,High Jump,Paris,1900,G,Irving BAXTER,USA,USA,1.9
M,High Jump,Paris,1900,S,Patrick LEAHY,GBR,GBR,1.78
M,High Jump,Paris,1900,B,Lajos GÃNCZY,HUN,HUN,1.75
M,High Jump,Paris,1900,None,Léon Monnier,FRA,FRA,
M,High Jump,Paris,1900,None,Waldemar Steffen,GER,GER,
M,High Jump,Paris,1900,None,Waldemar Steffen,GER,GER,
M,High Jump,Paris,1900,None,Lajos Gönczy,HUN,HUN,
M,High Jump,Paris,1900,None,Gyula Strausz,HUN,HUN,
M,High Jump,Paris,1900,None,Carl Albert Andersen,NOR,NOR,
M,High Jump,Paris,1900,None,Tore Blom,SWE,SWE,
M,High Jump,Paris,1900,None,Tore Blom,SWE,SWE,
M,High Jump,Paris,1900,None,Eric Lemming,SWE,SWE,
M,High Jump,Paris,1900,None,William Remington,USA,USA,
M,High Jump,Paris,1900,None,William Remington,USA,USA,
M,High Jump,Paris,1900,None,Peter O'Connor,GBR,GBR,
M,Long Jump,Paris,1900,G,Alvin KRAENZLEIN,USA,USA,7.185
M,Long Jump,Paris,1900,S,Meyer PRINSTEIN,USA,USA,7.175
M,Long Jump,Paris,1900,B,Patrick LEAHY,GBR,GBR,6.95
M,Long Jump,Paris,1900,None,Albert Delannoy,FRA,FRA,
M,Long Jump,Paris,1900,None,Waldemar Steffen,GER,GER,
M,Long Jump,Paris,1900,None,Pál Koppán,HUN,HUN,
M,Long Jump,Paris,1900,None,Ernő Schubert,HUN,HUN,
M,Long Jump,Paris,1900,None,Gyula Strausz,HUN,HUN,
M,Long Jump,Paris,1900,None,Umberto Colombo,ITA,ITA,
M,Long Jump,Paris,1900,None,Tore Blom,SWE,SWE,
M,Long Jump,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Long Jump,Paris,1900,None,Thaddeus McClain,USA,USA,
M,Long Jump,Paris,1900,None,Thaddeus McClain,USA,USA,
M,Long Jump,Paris,1900,None,John McLean,USA,USA,
M,Long Jump,Paris,1900,None,John McLean,USA,USA,
M,Long Jump,Paris,1900,None,William Remington,USA,USA,
M,Long Jump,Paris,1900,None,Lewis Sheldon,USA,USA,
M,Long Jump,Paris,1900,None,Peter O'Connor,GBR,GBR,
M,Marathon,Paris,1900,G,Michel THÃATO,FRA,FRA,2-59:45.0
M,Marathon,Paris,1900,S,Ãmile CHAMPION,FRA,FRA,3-04:17.0
M,Marathon,Paris,1900,B,Ernst FAST,SWE,SWE,3-37:14.0
M,Marathon,Paris,1900,None,Ronald MacDonald,USA,USA,
M,Marathon,Paris,1900,None,Eugène Besse,FRA,FRA,
M,Marathon,Paris,1900,None,Auguste Marchais,FRA,FRA,
M,Marathon,Paris,1900,None,Georges Touquet-Daunis,FRA,FRA,
M,Marathon,Paris,1900,None,Ion Pool,GBR,GBR,
M,Marathon,Paris,1900,None,Fred Randell,GBR,GBR,
M,Marathon,Paris,1900,None,Billy Saward,GBR,GBR,
M,Marathon,Paris,1900,None,Emilio Banfi,ITA,ITA,
M,Marathon,Paris,1900,None,Johan Nyström,SWE,SWE,
M,Marathon,Paris,1900,None,John Cregan,USA,USA,
M,Marathon,Paris,1900,None,Alex Grant,USA,USA,
M,Marathon,Paris,1900,None,Dick Grant,USA,USA,
M,Marathon,Paris,1900,None,Arthur Newton,USA,USA,
M,Marathon,Paris,1900,None,William Taylor,GBR,GBR,
M,Pole Vault,Paris,1900,G,Irving BAXTER,USA,USA,3.3
M,Pole Vault,Paris,1900,S,Meredith COLKETT,USA,USA,3.25
M,Pole Vault,Paris,1900,B,Carl Albert ANDERSEN,NOR,NOR,3.2
M,Pole Vault,Paris,1900,None,Émile Gontier,FRA,FRA,
M,Pole Vault,Paris,1900,None,Jakab Kauser,HUN,HUN,
M,Pole Vault,Paris,1900,None,Jakab Kauser,HUN,HUN,
M,Pole Vault,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Pole Vault,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Pole Vault,Paris,1900,None,August Nilsson,SWE,SWE,
M,Pole Vault,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Pole Vault,Paris,1900,None,Meredith Colket,USA,USA,
M,Pole Vault,Paris,1900,None,Charles Dvorak,USA,USA,
M,Pole Vault,Paris,1900,None,Daniel Horton,USA,USA,
M,Shot Put,Paris,1900,G,Richard SHELDON,USA,USA,14.1
M,Shot Put,Paris,1900,S,Josiah MCCRACKEN,USA,USA,12.85
M,Shot Put,Paris,1900,B,Robert GARRETT,USA,USA,12.35
M,Shot Put,Paris,1900,None,Sotirios Versis,GRE,GRE,
M,Shot Put,Paris,1900,None,Charles Winckler,DEN,DEN,
M,Shot Put,Paris,1900,None,Émile Torchebœuf,FRA,FRA,
M,Shot Put,Paris,1900,None,Panagiotis Paraskevopoulos,GRE,GRE,
M,Shot Put,Paris,1900,None,Artúr Coray,HUN,HUN,
M,Shot Put,Paris,1900,None,Rezső Crettier,HUN,HUN,
M,Shot Put,Paris,1900,None,Rezső Crettier,HUN,HUN,
M,Shot Put,Paris,1900,None,August Nilsson,SWE,SWE,
M,Shot Put,Paris,1900,None,Gustaf Söderström,SWE,SWE,
M,Shot Put,Paris,1900,None,John Flanagan,USA,USA,
M,Shot Put,Paris,1900,None,Truxtun Hare,USA,USA,
M,Shot Put,Paris,1900,None,Lewis Sheldon,USA,USA,
M,Special Scratch Pole Vault #2,Paris,1900,None,Charles Dvorak,USA,USA,
M,Special Scratch Pole Vault #2,Paris,1900,None,Daniel Horton,USA,USA,
M,Standing Long Jump,Paris,1900,None,Bob Garrett,USA,USA,
M,Standing Long Jump,Paris,1900,None,Frank Jarvis,USA,USA,
M,Standing Long Jump,Paris,1900,None,William Remington,USA,USA,
M,Standing Long Jump,Paris,1900,None,Lewis Sheldon,USA,USA,
M,Standing Triple Jump,Paris,1900,None,Václav Nový,BOH,BOH,
M,Standing Triple Jump,Paris,1900,None,Waldemar Steffen,GER,GER,
M,Standing Triple Jump,Paris,1900,None,Pál Koppán,HUN,HUN,
M,Standing Triple Jump,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Standing Triple Jump,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Standing Triple Jump,Paris,1900,None,James B. Connolly,USA,USA,
M,Standing Triple Jump,Paris,1900,None,Daniel Horton,USA,USA,
M,Standing Triple Jump,Paris,1900,None,Frank Jarvis,USA,USA,
M,Standing Triple Jump,Paris,1900,None,John McLean,USA,USA,
M,Standing Triple Jump,Paris,1900,None,Meyer Prinstein,USA,USA,
M,Standing Triple Jump,Paris,1900,None,Lewis Sheldon,USA,USA,
M,Triple Jump,Paris,1900,G,Meyer PRINSTEIN,USA,USA,14.47
M,Triple Jump,Paris,1900,S,James CONNOLLY,USA,USA,13.97
M,Triple Jump,Paris,1900,B,Lewis SHELDON,USA,USA,13.64
M,Triple Jump,Paris,1900,None,Albert Delannoy,FRA,FRA,
M,Triple Jump,Paris,1900,None,Alexandre Tuffèri,FRA,FRA,
M,Triple Jump,Paris,1900,None,Pat Leahy,GBR,GBR,
M,Triple Jump,Paris,1900,None,Waldemar Steffen,GER,GER,
M,Triple Jump,Paris,1900,None,Pál Koppán,HUN,HUN,
M,Triple Jump,Paris,1900,None,Eric Lemming,SWE,SWE,
M,Triple Jump,Paris,1900,None,Karl Gustaf Staaf,SWE,SWE,
M,Triple Jump,Paris,1900,None,Daniel Horton,USA,USA,
M,Triple Jump,Paris,1900,None,Frank Jarvis,USA,USA,
M,Triple Jump,Paris,1900,None,John McLean,USA,USA,
M,100 metres,St Louis,1904,G,Archie HAHN,USA,USA,11.0
M,100 metres,St Louis,1904,S,Nate CARTMELL,USA,USA,11.2
M,100 metres,St Louis,1904,B,William HOGENSON,USA,USA,11.2
M,100 metres,St Louis,1904,None,Corrie Gardner,AUS,AUS,
M,100 metres,St Louis,1904,None,Bobby Kerr,CAN,CAN,
M,100 metres,St Louis,1904,None,Bobby Kerr,CAN,CAN,
M,100 metres,St Louis,1904,None,Béla Mező,HUN,HUN,
M,100 metres,St Louis,1904,None,Béla Mező,HUN,HUN,
M,100 metres,St Louis,1904,None,Clyde Blair,USA,USA,
M,100 metres,St Louis,1904,None,Clyde Blair,USA,USA,
M,100 metres,St Louis,1904,None,Nate Cartmell,USA,USA,
M,100 metres,St Louis,1904,None,Frank Castleman,USA,USA,
M,100 metres,St Louis,1904,None,Frank Castleman,USA,USA,
M,100 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,100 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,100 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,100 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,100 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,100 metres,St Louis,1904,None,Bill Hogenson,USA,USA,
M,100 metres,St Louis,1904,None,Bill Hogenson,USA,USA,
M,100 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,100 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,100 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,100 metres,St Louis,1904,None,Fay Moulton,USA,USA,
M,100 metres,St Louis,1904,None,Fay Moulton,USA,USA,
M,100 metres,St Louis,1904,None,George Poage,USA,USA,
M,100 metres,St Louis,1904,None,Meyer Prinstein,USA,USA,
M,100 metres,St Louis,1904,None,Lawson Robertson,USA,USA,
M,100 metres,St Louis,1904,None,Lawson Robertson,USA,USA,
M,100 metres,St Louis,1904,None,Joseph Stadler,USA,USA,
M,100 metres,St Louis,1904,None,William Eaton,USA,USA,
M,100 metres,St Louis,1904,None,William Eaton,USA,USA,
M,110 metres Hurdles,St Louis,1904,G,Frederick SCHULE,USA,USA,16.0
M,110 metres Hurdles,St Louis,1904,S,Thaddeus SHIDELER,USA,USA,16.3
M,110 metres Hurdles,St Louis,1904,B,Lesley ASHBURNER,USA,USA,16.4
M,110 metres Hurdles,St Louis,1904,None,Sam Jones,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Corrie Gardner,AUS,AUS,
M,110 metres Hurdles,St Louis,1904,None,Corrie Gardner,AUS,AUS,
M,110 metres Hurdles,St Louis,1904,None,Jack Holloway,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Tom Kiely,GBR,GBR,
M,110 metres Hurdles,St Louis,1904,None,Lesley Ashburner,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Frank Castleman,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Frank Castleman,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Frank Castleman,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Frank Castleman,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Percy Hagerman,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Ward McLanahan,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Fred Schule,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Thad Shideler,USA,USA,
M,110 metres Hurdles,St Louis,1904,None,Hugo Friend,USA,USA,
M,1500 metres,St Louis,1904,G,James LIGHTBODY,USA,USA,4:05.4
M,1500 metres,St Louis,1904,S,William VERNER,USA,USA,4:06.8
M,1500 metres,St Louis,1904,B,Lacey HEARN,USA,USA,
M,1500 metres,St Louis,1904,None,Peter Deer,CAN,CAN,
M,1500 metres,St Louis,1904,None,Peter Deer,CAN,CAN,
M,1500 metres,St Louis,1904,None,John Daly,GBR,GBR,
M,1500 metres,St Louis,1904,None,John Daly,GBR,GBR,
M,1500 metres,St Louis,1904,None,Johannes Runge,GER,GER,
M,1500 metres,St Louis,1904,None,Len Taunyane,RSA,RSA,
M,1500 metres,St Louis,1904,None,Charles Bacon,USA,USA,
M,1500 metres,St Louis,1904,None,George Bonhag,USA,USA,
M,1500 metres,St Louis,1904,None,Edward Carr,USA,USA,
M,1500 metres,St Louis,1904,None,Edward Carr,USA,USA,
M,1500 metres,St Louis,1904,None,Edward Carr,USA,USA,
M,1500 metres,St Louis,1904,None,Harvey Cohn,USA,USA,
M,1500 metres,St Louis,1904,None,Harvey Cohn,USA,USA,
M,1500 metres,St Louis,1904,None,Harvey Cohn,USA,USA,
M,1500 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,1500 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,1500 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,1500 metres,St Louis,1904,None,Alex Grant,USA,USA,
M,1500 metres,St Louis,1904,None,David Munson,USA,USA,
M,1500 metres,St Louis,1904,None,David Munson,USA,USA,
M,1500 metres,St Louis,1904,None,David Munson,USA,USA,
M,1500 metres,St Louis,1904,None,Mel Sheppard,USA,USA,
M,1500 metres,St Louis,1904,None,Mel Sheppard,USA,USA,
M,1500 metres,St Louis,1904,None,Howard Valentine,USA,USA,
M,1500 metres Team,St Louis,1904,None,Joseph Fleming,USA,USA,
M,200 metres,St Louis,1904,G,Archie HAHN,USA,USA,21.6
M,200 metres,St Louis,1904,S,Nate CARTMELL,USA,USA,21.9
M,200 metres,St Louis,1904,B,William HOGENSON,USA,USA,
M,200 metres,St Louis,1904,None,Bobby Kerr,CAN,CAN,
M,200 metres,St Louis,1904,None,Frank Lukeman,CAN,CAN,
M,200 metres,St Louis,1904,None,Percy Molson,CAN,CAN,
M,200 metres,St Louis,1904,None,Béla Mező,HUN,HUN,
M,200 metres,St Louis,1904,None,Clyde Blair,USA,USA,
M,200 metres,St Louis,1904,None,Nate Cartmell,USA,USA,
M,200 metres,St Louis,1904,None,Frank Castleman,USA,USA,
M,200 metres,St Louis,1904,None,Herman Groman,USA,USA,
M,200 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,200 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,200 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,200 metres,St Louis,1904,None,Harry Hillman,USA,USA,
M,200 metres,St Louis,1904,None,Bill Hogenson,USA,USA,
M,200 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,200 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,200 metres,St Louis,1904,None,Fay Moulton,USA,USA,
M,200 metres,St Louis,1904,None,Fay Moulton,USA,USA,
M,200 metres,St Louis,1904,None,Meyer Prinstein,USA,USA,
M,200 metres,St Louis,1904,None,Lawson Robertson,USA,USA,
M,200 metres,St Louis,1904,None,Lawson Robertson,USA,USA,
M,200 metres,St Louis,1904,None,George Queyrouze,USA,USA,
M,200 metres Hurdles,St Louis,1904,None,Clare Jacobs,USA,USA,
M,200 metres Hurdles,St Louis,1904,None,Fred Schule,USA,USA,
M,200 metres Hurdles,St Louis,1904,None,George Varnell,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,George Bonhag,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,Harvey Cohn,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,Alex Grant,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,Lacey Hearn,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,David Munson,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,Richard Sanford,USA,USA,
M,2500 metres Steeplechase,St Louis,1904,None,Bill Verner,USA,USA,
M,3000 metres,St Louis,1904,None,George Bonhag,USA,USA,
M,3000 metres,St Louis,1904,None,John Eisele,USA,USA,
M,3000 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,3000 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,3000 metres,St Louis,1904,None,Joe Forshaw,USA,USA,
M,3000 metres,St Louis,1904,None,Alex Grant,USA,USA,
M,3000 metres Steeplechase,St Louis,1904,G,James LIGHTBODY,USA,USA,7:39.6
M,3000 metres Steeplechase,St Louis,1904,S,John DALY,GBR,GBR,7:40.6
M,3000 metres Steeplechase,St Louis,1904,B,Arthur NEWTON,USA,USA,
M,400 metres,St Louis,1904,G,Harry HILLMAN,USA,USA,49.2
M,400 metres,St Louis,1904,S,Frank WALLER,USA,USA,49.9
M,400 metres,St Louis,1904,B,Herman GROMAN,USA,USA,50.0
M,400 metres,St Louis,1904,None,Frank Lukeman,CAN,CAN,
M,400 metres,St Louis,1904,None,Percy Molson,CAN,CAN,
M,400 metres,St Louis,1904,None,James Peck,CAN,CAN,
M,400 metres,St Louis,1904,None,Johannes Runge,GER,GER,
M,400 metres,St Louis,1904,None,John Atlee,USA,USA,
M,400 metres,St Louis,1904,None,Charles Bacon,USA,USA,
M,400 metres,St Louis,1904,None,Clyde Blair,USA,USA,
M,400 metres,St Louis,1904,None,Joseph Fleming,USA,USA,
M,400 metres,St Louis,1904,None,Joseph Fleming,USA,USA,
M,400 metres,St Louis,1904,None,Dan Frank,USA,USA,
M,400 metres,St Louis,1904,None,Harry Hillman,USA,USA,
M,400 metres,St Louis,1904,None,Fay Moulton,USA,USA,
M,400 metres,St Louis,1904,None,David Munson,USA,USA,
M,400 metres,St Louis,1904,None,Paul Pilgrim,USA,USA,
M,400 metres,St Louis,1904,None,George Poage,USA,USA,
M,400 metres,St Louis,1904,None,Meyer Prinstein,USA,USA,
M,400 metres,St Louis,1904,None,George Underwood,USA,USA,
M,400 metres,St Louis,1904,None,George Underwood,USA,USA,
M,400 metres,St Louis,1904,None,Howard Valentine,USA,USA,
M,400 metres Hurdles,St Louis,1904,G,Harry HILLMAN,USA,USA,53.0
M,400 metres Hurdles,St Louis,1904,S,Frank WALLER,USA,USA,53.2
M,400 metres Hurdles,St Louis,1904,B,George POAGE,USA,USA,
M,400 metres Hurdles,St Louis,1904,None,Charles Bacon,USA,USA,
M,400 metres Hurdles,St Louis,1904,None,Frank Castleman,USA,USA,
M,400 metres Hurdles,St Louis,1904,None,Fred Schule,USA,USA,
M,400 metres Hurdles,St Louis,1904,None,George Varnell,USA,USA,
M,55 metres,St Louis,1904,None,Fred Engelhardt,USA,USA,
M,55 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Étienne Desmarteau,CAN,CAN,
M,56-pound Weight Throw,St Louis,1904,None,Tom Kiely,GBR,GBR,
M,56-pound Weight Throw,St Louis,1904,None,Charles Chadwick,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Charles Chadwick,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,John Flanagan,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Charles Hennemann,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Ralph Rose,USA,USA,
M,56-pound Weight Throw,St Louis,1904,None,Martin Sheridan,USA,USA,
M,60 metres,St Louis,1904,None,Bobby Kerr,CAN,CAN,
M,60 metres,St Louis,1904,None,Béla Mező,HUN,HUN,
M,60 metres,St Louis,1904,None,Clyde Blair,USA,USA,
M,60 metres,St Louis,1904,None,Nate Cartmell,USA,USA,
M,60 metres,St Louis,1904,None,Frank Castleman,USA,USA,
M,60 metres,St Louis,1904,None,Fred Heckwolf,USA,USA,
M,60 metres,St Louis,1904,None,Will Hunter,USA,USA,
M,60 metres,St Louis,1904,None,George Poage,USA,USA,
M,60 metres,St Louis,1904,None,Meyer Prinstein,USA,USA,
M,60 metres,St Louis,1904,None,Lawson Robertson,USA,USA,
M,800 metres,St Louis,1904,G,James LIGHTBODY,USA,USA,1:56.0
M,800 metres,St Louis,1904,S,Howard VALENTINE,USA,USA,1:56.3
M,800 metres,St Louis,1904,B,Emil BREITKREUTZ,USA,USA,1:56.4
M,800 metres,St Louis,1904,None,Peter Deer,CAN,CAN,
M,800 metres,St Louis,1904,None,James Peck,CAN,CAN,
M,800 metres,St Louis,1904,None,James Peck,CAN,CAN,
M,800 metres,St Louis,1904,None,Johannes Runge,GER,GER,
M,800 metres,St Louis,1904,None,Johannes Runge,GER,GER,
M,800 metres,St Louis,1904,None,Charles Bacon,USA,USA,
M,800 metres,St Louis,1904,None,Charles Bacon,USA,USA,
M,800 metres,St Louis,1904,None,George Bonhag,USA,USA,
M,800 metres,St Louis,1904,None,Harvey Cohn,USA,USA,
M,800 metres,St Louis,1904,None,Lacey Hearn,USA,USA,
M,800 metres,St Louis,1904,None,Johnny Joyce,USA,USA,
M,800 metres,St Louis,1904,None,David Munson,USA,USA,
M,800 metres,St Louis,1904,None,Paul Pilgrim,USA,USA,
M,800 metres,St Louis,1904,None,Paul Pilgrim,USA,USA,
M,800 metres,St Louis,1904,None,Richard Sanford,USA,USA,
M,800 metres,St Louis,1904,None,Mel Sheppard,USA,USA,
M,800 metres,St Louis,1904,None,Mel Sheppard,USA,USA,
M,800 metres,St Louis,1904,None,Mel Sheppard,USA,USA,
M,800 metres,St Louis,1904,None,John B. Taylor,USA,USA,
M,800 metres,St Louis,1904,None,George Underwood,USA,USA,
M,800 metres,St Louis,1904,None,Howard Valentine,USA,USA,
M,800 metres,St Louis,1904,None,Bill Verner,USA,USA,
M,8000 metres,St Louis,1904,None,Edward Carr,USA,USA,
M,8000 metres,St Louis,1904,None,Frank Devlin,USA,USA,
M,8000 metres,St Louis,1904,None,Dan Frank,USA,USA,
M,8000 metres,St Louis,1904,None,Johnny Joyce,USA,USA,
M,8000 metres,St Louis,1904,None,David Munson,USA,USA,
M,Decathlon,St Louis,1904,G,Thomas Francis KIELY,GBR,GBR,6036 P.
M,Decathlon,St Louis,1904,S,Adam GUNN,USA,USA,5907 P.
M,Decathlon,St Louis,1904,B,Truxtun HARE,USA,USA,5813 P.
M,Discus Throw,St Louis,1904,G,Martin SHERIDAN,USA,USA,39.28
M,Discus Throw,St Louis,1904,S,Ralph ROSE,USA,USA,39.28
M,Discus Throw,St Louis,1904,B,Nikolaos GEORGANTAS,GRE,GRE,37.68
M,Discus Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,Discus Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,Discus Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,Discus Throw,St Louis,1904,None,John Biller,USA,USA,
M,Discus Throw,St Louis,1904,None,John Biller,USA,USA,
M,Discus Throw,St Louis,1904,None,John DeWitt,USA,USA,
M,Discus Throw,St Louis,1904,None,John Flanagan,USA,USA,
M,Discus Throw,St Louis,1904,None,John Flanagan,USA,USA,
M,Discus Throw,St Louis,1904,None,Adam Gunn,USA,USA,
M,Discus Throw,St Louis,1904,None,Charles Hennemann,USA,USA,
M,Discus Throw,St Louis,1904,None,Will Hunter,USA,USA,
M,Discus Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Discus Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Discus Throw,St Louis,1904,None,Martin Sheridan,USA,USA,
M,Discus Throw,St Louis,1904,None,Martin Sheridan,USA,USA,
M,Hammer Throw,St Louis,1904,G,John FLANAGAN,USA,USA,51.23
M,Hammer Throw,St Louis,1904,S,John DEWITT,USA,USA,50.26
M,Hammer Throw,St Louis,1904,B,Ralph ROSE,USA,USA,45.73
M,Hammer Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,Hammer Throw,St Louis,1904,None,Jim Mitchel,USA,USA,
M,Hammer Throw,St Louis,1904,None,Tom Kiely,GBR,GBR,
M,Hammer Throw,St Louis,1904,None,Charles Chadwick,USA,USA,
M,Hammer Throw,St Louis,1904,None,John DeWitt,USA,USA,
M,Hammer Throw,St Louis,1904,None,John Flanagan,USA,USA,
M,Hammer Throw,St Louis,1904,None,John Flanagan,USA,USA,
M,Hammer Throw,St Louis,1904,None,Jack Guiney,USA,USA,
M,Hammer Throw,St Louis,1904,None,Adam Gunn,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,Hammer Throw,St Louis,1904,None,Albert Johnson,USA,USA,
M,High Jump,St Louis,1904,G,Samuel JONES,USA,USA,1.8
M,High Jump,St Louis,1904,S,Garrett SERVISS,USA,USA,1.77
M,High Jump,St Louis,1904,B,Paul WEINSTEIN,GER,GER,1.77
M,High Jump,St Louis,1904,None,Sam Jones,USA,USA,
M,High Jump,St Louis,1904,None,Sam Jones,USA,USA,
M,High Jump,St Louis,1904,None,Jack Holloway,USA,USA,
M,High Jump,St Louis,1904,None,Paul Weinstein,GER,GER,
M,High Jump,St Louis,1904,None,Lajos Gönczy,HUN,HUN,
M,High Jump,St Louis,1904,None,Lajos Gönczy,HUN,HUN,
M,High Jump,St Louis,1904,None,Ervin Barker,USA,USA,
M,High Jump,St Louis,1904,None,Ervin Barker,USA,USA,
M,High Jump,St Louis,1904,None,Emil Freymark,USA,USA,
M,High Jump,St Louis,1904,None,Emil Freymark,USA,USA,
M,High Jump,St Louis,1904,None,Emil Freymark,USA,USA,
M,High Jump,St Louis,1904,None,Emil Freymark,USA,USA,
M,High Jump,St Louis,1904,None,Emil Freymark,USA,USA,
M,High Jump,St Louis,1904,None,John Fuhrer,USA,USA,
M,High Jump,St Louis,1904,None,Adam Gunn,USA,USA,
M,High Jump,St Louis,1904,None,Fred Schule,USA,USA,
M,Individual All-Around,St Louis,1904,None,Max Emmerich,USA,USA,
M,Individual All-Around,St Louis,1904,None,John Grieb,USA,USA,
M,Individual All-Around Apparatus Work,St Louis,1904,None,Max Emmerich,USA,USA,
M,Individual All-Around Apparatus Work,St Louis,1904,None,John Grieb,USA,USA,
M,Long Jump,St Louis,1904,G,Meyer PRINSTEIN,USA,USA,7.34
M,Long Jump,St Louis,1904,S,Daniel FRANK,USA,USA,6.89
M,Long Jump,St Louis,1904,B,Robert STANGLAND,USA,USA,6.88
M,Long Jump,St Louis,1904,None,Corrie Gardner,AUS,AUS,
M,Long Jump,St Louis,1904,None,Percy Molson,CAN,CAN,
M,Long Jump,St Louis,1904,None,Jack Holloway,USA,USA,
M,Long Jump,St Louis,1904,None,Tom Kiely,GBR,GBR,
M,Long Jump,St Louis,1904,None,Béla Mező,HUN,HUN,
M,Long Jump,St Louis,1904,None,Ervin Barker,USA,USA,
M,Long Jump,St Louis,1904,None,Ervin Barker,USA,USA,
M,Long Jump,St Louis,1904,None,Fred Engelhardt,USA,USA,
M,Long Jump,St Louis,1904,None,Fred Engelhardt,USA,USA,
